sweep_dim,sweep_value,strategy,far_mean,far_std,far_ci95,delay_mean_mean,delay_mean_std,delay_mean_ci95,bandwidth_mb_mean,bandwidth_mb_std,bandwidth_mb_ci95,bandwidth_per_node_kb_mean,bandwidth_per_node_kb_std,bandwidth_per_node_kb_ci95,expired_ttl_rate_mean,expired_ttl_rate_std,expired_ttl_rate_ci95,coverage_rate_mean,coverage_rate_std,coverage_rate_ci95,n_runs
network_size,20000,MIXED,0.027720549064301686,0.0035143376373818554,0.003080452758404159,17315.308026837538,98.26848252608058,86.13612273383403,4706.986194610596,322.60063337130475,282.771922754668,185.38284089543268,12.705501868162159,11.136863419260774,0.038087008368702636,0.003195146848527833,0.0028006696961497633,0.9770358006112664,0.003953861292395589,0.00346571222837347,5
network_size,30000,PULL,,,,,,,,,,,,,,,,,,,0
network_size,30000,PUSH,,,,,,,,,,,,,,,,,,,0
network_size,30000,GOSSIP,0.3044019146859986,0.007206740671081412,0.006316986718406192,144796.11462605398,789.5219959237094,692.0465422257565,1093.9449035644532,39.357009797643265,34.49794012507299,28.723066185897437,1.0333737957124791,0.9057920689249929,0.9760006858797107,0.00047087733616802714,0.00041274218323240577,0.7505985647749431,0.0176974430479481,0.015512492787792063,5
network_size,30000,MIXED,0.03415778876385986,0.002963532644816506,0.0025976508953609832,19672.7308442952,150.2509095859254,131.70072902599915,6829.445180511475,419.37156458225365,367.595383884654,179.3167144831731,11.011191849544302,9.651735207638096,0.06076427189204499,0.004153762362511022,0.0036409332419422694,0.959973451945541,0.0077829396067622325,0.006822047353994366,5
network_size,40000,PULL,,,,,,,,,,,,,,,,,,,0
network_size,40000,PUSH,,,,,,,,,,,,,,,,,,,0
network_size,40000,GOSSIP,0.36133237235069443,0.006585347923451704,0.005772311960031436,181444.58176376406,1204.7626144327353,1056.0209922278102,1114.0475128173828,49.20800018698649,43.13271391433026,21.93816640625,0.9690190806052729,0.8493826740052733,0.9797403945998084,0.00048310058961986485,0.0004234563372772168,0.7055272228220406,0.018387530775349097,0.016117381350803598,5
network_size,40000,MIXED,0.035279579746216344,0.0035026116797960507,0.003070174503405009,21317.962056843513,189.17773608363157,165.8215968633059,8411.33271484375,599.3951397020463,525.3930048806494,165.63855192307693,11.80347352028646,10.346200711495872,0.07777847297112994,0.0036103435978569005,0.0031646056931201637,0.9709326735420059,0.0029511878125606707,0.0025868301727957903,5
network_size,50000,PULL,,,,,,,,,,,,,,,,,,,0
network_size,50000,PUSH,,,,,,,,,,,,,,,,,,,0
network_size,50000,GOSSIP,0.4190031998077702,0.009606250413752291,0.008420249742141957,215615.34340585783,1484.381920654938,1301.1181206292072,1178.3623031616212,59.20867385461335,51.89869088183974,18.5637384375,0.9327643388788324,0.8176039917385218,0.9816417388113422,0.00035416143813837744,0.0003104361878691074,0.6361210997257706,0.0152681079320541,0.013383086671759668,5
network_size,50000,MIXED,0.035766284796161396,0.0033307189011742757,0.002919503839771881,22193.553726310613,208.2132815358344,182.50698812231158,10941.798165893555,865.4750152050302,758.6222989958356,172.3754049519231,13.63456023953771,11.951218987257475,0.0875245326708265,0.0038744175685051993,0.0033960767341076527,0.9634035793358467,0.009625211476985342,0.008436869846857348,5
